objectid,filename,source,title,date,date is approximate?,creator,description,subject,location,latitude,longitude,identifier,findingaidtitle,findingaid,type,format,language,rights,rightsstatement,youtubeid,blogtitle,blogposts
lumber1471,pg72-45.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",Bi-plane flying over pyramid,undated,,,"""W.S.C. daredevils (?) attempt to set off the fire with phosphorous but go home with their tail full of SHOT!!"" ""The big stack nearly done.""",airplanes;aeroplanes;,,,,PG 72-45,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1472,pg2-084-61.jpg,"University of Idaho Student Organizations collection, PG 2, University of Idaho Library Special Collections and Archives",Phi Gamma Delta's birthday cake float,1951,,,"Phi Gamma Delta's prize-winning float of birthday cake at Homecoming parade. Sign reads ""We Knew You Were Coming So We Baked a Cake""",homecoming;parades;students;cakes;,,,,PG 2-084-61,"University of Idaho Student Organizations Collection, 1893-1992",https://www.lib.uidaho.edu/digital/pg2/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1473,sebacic_acid_01.jpg,University of Idaho Library Special Collections and Archives,Special Collections Oversized Rare Books,2021-07-27,,,Image showing where the oversized rare book are stored.,preserving;rare books,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"It's Basic, Sebacic",https://harvester.lib.uidaho.edu/posts/2021/08/30/its-basic-sebacic.html
lumber1474,sebacic_acid_02.jpg,University of Idaho Library Special Collections and Archives,Sebacic Acid Residue [1],2021-07-27,,,Residue on shelf.,preserving;rare books,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"It's Basic, Sebacic",https://harvester.lib.uidaho.edu/posts/2021/08/30/its-basic-sebacic.html
lumber1475,sebacic_acid_03.jpg,University of Idaho Library Special Collections and Archives,Sebacic Acid Residue [2],2021-07-27,,,Residue on book,preserving;rare books,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"It's Basic, Sebacic",https://harvester.lib.uidaho.edu/posts/2021/08/30/its-basic-sebacic.html
lumber1476,sebacic_acid_04.jpg,University of Idaho Library Special Collections and Archives,Sebacic Acid Residue [3],2021-07-27,,,Residue on book cover.,preserving;rare books,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"It's Basic, Sebacic",https://harvester.lib.uidaho.edu/posts/2021/08/30/its-basic-sebacic.html
lumber1477,histphoto1.jpg,University of Idaho Library Special Collections and Archives,HistPhoto metadata in OpenRefine [1],2021-07-27,,Michelle A. Shannon,Screenshot of HistPhoto metadata in OpenRefine.,metadata;information;spreadsheets;,,,,Special Collections Staff Image,HistPhoto,https://www.lib.uidaho.edu/special-collections/histphoto/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Metadata Cleanup,https://harvester.lib.uidaho.edu/posts/2021/07/27/metadata-cleanup.html
lumber1478,histphoto2.jpg,University of Idaho Library Special Collections and Archives,HistPhoto metadata in OpenRefine [2],2021-07-27,,Michelle A. Shannon,Screenshot of HistPhoto metadata in OpenRefine.,metadata;information;spreadsheets;,,,,Special Collections Staff Image,HistPhoto,https://www.lib.uidaho.edu/special-collections/histphoto/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Metadata Cleanup,https://harvester.lib.uidaho.edu/posts/2021/07/27/metadata-cleanup.html
lumber1479,histphoto3.jpg,University of Idaho Library Special Collections and Archives,HistPhoto metadata in OpenRefine [3],2021-07-27,,Michelle A. Shannon,Screenshot of HistPhoto metadata in OpenRefine.,metadata;information;spreadsheets;,,,,Special Collections Staff Image,HistPhoto,https://www.lib.uidaho.edu/special-collections/histphoto/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Metadata Cleanup,https://harvester.lib.uidaho.edu/posts/2021/07/27/metadata-cleanup.html
lumber1480,histphoto4.jpg,University of Idaho Library Special Collections and Archives,HistPhoto metadata in OpenRefine [4],2021-07-27,,Michelle A. Shannon,Screenshot of HistPhoto metadata in OpenRefine.,metadata;information;spreadsheets;,,,,Special Collections Staff Image,HistPhoto,https://www.lib.uidaho.edu/special-collections/histphoto/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Metadata Cleanup,https://harvester.lib.uidaho.edu/posts/2021/07/27/metadata-cleanup.html
